2022-05-31 15:46:45 status installed libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-05-31 15:46:45 startup archives unpack
2022-05-31 15:46:45 upgrade liblz4-1:amd64 1.9.2-2 1.9.2-2ubuntu0.20.04.1
2022-05-31 15:46:45 status half-configured liblz4-1:amd64 1.9.2-2
2022-05-31 15:46:45 status unpacked liblz4-1:amd64 1.9.2-2
2022-05-31 15:46:45 status half-installed liblz4-1:amd64 1.9.2-2
2022-05-31 15:46:45 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-05-31 15:46:45 startup packages configure
2022-05-31 15:46:45 configure liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1 <none>
2022-05-31 15:46:45 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-05-31 15:46:45 status half-configured liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-05-31 15:46:45 status installed liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-05-31 15:46:45 startup archives unpack
2022-05-31 15:46:45 upgrade liblzma5:amd64 5.2.4-1 5.2.4-1ubuntu1.1
2022-05-31 15:46:45 status half-configured liblzma5:amd64 5.2.4-1
2022-05-31 15:46:45 status unpacked liblzma5:amd64 5.2.4-1
2022-05-31 15:46:45 status half-installed liblzma5:amd64 5.2.4-1
2022-05-31 15:46:45 status unpacked liblzma5:amd64 5.2.4-1ubuntu1.1
2022-05-31 15:46:45 startup packages configure
2022-05-31 15:46:45 configure liblzma5:amd64 5.2.4-1ubuntu1.1 <none>
2022-05-31 15:46:45 status unpacked liblzma5:amd64 5.2.4-1ubuntu1.1
2022-05-31 15:46:45 status half-configured liblzma5:amd64 5.2.4-1ubuntu1.1
2022-05-31 15:46:45 status installed liblzma5:amd64 5.2.4-1ubuntu1.1
2022-05-31 15:46:45 startup archives unpack
2022-05-31 15:46:45 upgrade libsystemd0:amd64 245.4-4ubuntu3 245.4-4ubuntu3.17
2022-05-31 15:46:45 status half-configured libsystemd0:amd64 245.4-4ubuntu3
2022-05-31 15:46:45 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-05-31 15:46:45 status half-installed libsystemd0:amd64 245.4-4ubuntu3
2022-05-31 15:46:45 status unpacked libsystemd0:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:45 startup packages configure
2022-05-31 15:46:45 configure libsystemd0:amd64 245.4-4ubuntu3.17 <none>
2022-05-31 15:46:45 status unpacked libsystemd0:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:45 status half-configured libsystemd0:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:45 status installed libsystemd0:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:45 startup archives unpack
2022-05-31 15:46:45 upgrade libudev1:amd64 245.4-4ubuntu3 245.4-4ubuntu3.17
2022-05-31 15:46:45 status half-configured libudev1:amd64 245.4-4ubuntu3
2022-05-31 15:46:45 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-05-31 15:46:45 status half-installed libudev1:amd64 245.4-4ubuntu3
2022-05-31 15:46:46 status unpacked libudev1:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libudev1:amd64 245.4-4ubuntu3.17 <none>
2022-05-31 15:46:46 status unpacked libudev1:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:46 status half-configured libudev1:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:46 status installed libudev1:amd64 245.4-4ubuntu3.17
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libzstd1:amd64 1.4.4+dfsg-3 1.4.4+dfsg-3ubuntu0.1
2022-05-31 15:46:46 status half-configured libzstd1:amd64 1.4.4+dfsg-3
2022-05-31 15:46:46 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-05-31 15:46:46 status half-installed libzstd1:amd64 1.4.4+dfsg-3
2022-05-31 15:46:46 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1 <none>
2022-05-31 15:46:46 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-05-31 15:46:46 status half-configured libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-05-31 15:46:46 status installed libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 1:1.2.11.dfsg-2ubuntu1.3
2022-05-31 15:46:46 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-05-31 15:46:46 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-05-31 15:46:46 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-05-31 15:46:46 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.3
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.3 <none>
2022-05-31 15:46:46 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.3
2022-05-31 15:46:46 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.3
2022-05-31 15:46:46 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.3
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libapt-pkg6.0:amd64 2.0.2 2.0.8
2022-05-31 15:46:46 status half-configured libapt-pkg6.0:amd64 2.0.2
2022-05-31 15:46:46 status unpacked libapt-pkg6.0:amd64 2.0.2
2022-05-31 15:46:46 status half-installed libapt-pkg6.0:amd64 2.0.2
2022-05-31 15:46:46 status unpacked libapt-pkg6.0:amd64 2.0.8
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libapt-pkg6.0:amd64 2.0.8 <none>
2022-05-31 15:46:46 status unpacked libapt-pkg6.0:amd64 2.0.8
2022-05-31 15:46:46 status half-configured libapt-pkg6.0:amd64 2.0.8
2022-05-31 15:46:46 status installed libapt-pkg6.0:amd64 2.0.8
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade gpgv:amd64 2.2.19-3ubuntu2 2.2.19-3ubuntu2.1
2022-05-31 15:46:46 status half-configured gpgv:amd64 2.2.19-3ubuntu2
2022-05-31 15:46:46 status unpacked gpgv:amd64 2.2.19-3ubuntu2
2022-05-31 15:46:46 status half-installed gpgv:amd64 2.2.19-3ubuntu2
2022-05-31 15:46:46 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure gpgv:amd64 2.2.19-3ubuntu2.1 <none>
2022-05-31 15:46:46 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2022-05-31 15:46:46 status half-configured gpgv:amd64 2.2.19-3ubuntu2.1
2022-05-31 15:46:46 status installed gpgv:amd64 2.2.19-3ubuntu2.1
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libnettle7:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status half-installed libnettle7:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2022-05-31 15:46:46 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status installed libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libhogweed5:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status half-installed libhogweed5:amd64 3.5.1+really3.5.1-2
2022-05-31 15:46:46 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2022-05-31 15:46:46 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 status installed libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libp11-kit0:amd64 0.23.20-1build1 0.23.20-1ubuntu0.1
2022-05-31 15:46:46 status half-configured libp11-kit0:amd64 0.23.20-1build1
2022-05-31 15:46:46 status unpacked libp11-kit0:amd64 0.23.20-1build1
2022-05-31 15:46:46 status half-installed libp11-kit0:amd64 0.23.20-1build1
2022-05-31 15:46:46 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-05-31 15:46:46 startup packages configure
2022-05-31 15:46:46 configure libp11-kit0:amd64 0.23.20-1ubuntu0.1 <none>
2022-05-31 15:46:46 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-05-31 15:46:46 status half-configured libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-05-31 15:46:46 status installed libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-05-31 15:46:46 startup archives unpack
2022-05-31 15:46:46 upgrade libgnutls30:amd64 3.6.13-2ubuntu1 3.6.13-2ubuntu1.6
2022-05-31 15:46:46 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1
2022-05-31 15:46:46 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1
2022-05-31 15:46:46 status half-installed libgnutls30:amd64 3.6.13-2ubuntu1
2022-05-31 15:46:46 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-05-31 15:46:47 startup packages configure
2022-05-31 15:46:47 configure libgnutls30:amd64 3.6.13-2ubuntu1.6 <none>
2022-05-31 15:46:47 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-05-31 15:46:47 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-05-31 15:46:47 status installed libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-05-31 15:46:47 startup archives unpack
2022-05-31 15:46:47 upgrade libseccomp2:amd64 2.4.3-1ubuntu1 2.5.1-1ubuntu1~20.04.2
2022-05-31 15:46:47 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-05-31 15:46:47 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-05-31 15:46:47 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-05-31 15:46:47 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-05-31 15:46:47 startup packages configure
2022-05-31 15:46:47 configure libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2 <none>
2022-05-31 15:46:47 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-05-31 15:46:47 status half-configured libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-05-31 15:46:47 status installed libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-05-31 15:46:47 startup archives unpack
2022-05-31 15:46:47 upgrade apt:amd64 2.0.2 2.0.8
2022-05-31 15:46:47 status half-configured apt:amd64 2.0.2
2022-05-31 15:46:47 status unpacked apt:amd64 2.0.2
2022-05-31 15:46:47 status half-installed apt:amd64 2.0.2
2022-05-31 15:46:47 status unpacked apt:amd64 2.0.8
2022-05-31 15:46:47 startup packages configure
2022-05-31 15:46:47 configure apt:amd64 2.0.8 <none>
2022-05-31 15:46:47 status unpacked apt:amd64 2.0.8
2022-05-31 15:46:47 status half-configured apt:amd64 2.0.8
2022-05-31 15:46:47 status installed apt:amd64 2.0.8
2022-05-31 15:46:47 startup archives unpack
2022-05-31 15:46:47 upgrade libpam0g:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status half-configured libpam0g:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 startup packages configure
2022-05-31 15:46:47 configure libpam0g:amd64 1.3.1-5ubuntu4.3 <none>
2022-05-31 15:46:47 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status half-configured libpam0g:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status installed libpam0g:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 startup archives unpack
2022-05-31 15:46:47 upgrade libpam-modules-bin:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 startup packages configure
2022-05-31 15:46:47 configure libpam-modules-bin:amd64 1.3.1-5ubuntu4.3 <none>
2022-05-31 15:46:47 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status installed libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 startup archives unpack
2022-05-31 15:46:47 upgrade libpam-modules:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-05-31 15:46:47 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:47 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2022-05-31 15:46:48 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 startup packages configure
2022-05-31 15:46:48 configure libpam-modules:amd64 1.3.1-5ubuntu4.3 <none>
2022-05-31 15:46:48 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 status installed libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 startup archives unpack
2022-05-31 15:46:48 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-05-31 15:46:48 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-05-31 15:46:48 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-05-31 15:46:48 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-05-31 15:46:48 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:48 upgrade libpam-runtime:all 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 status half-configured libpam-runtime:all 1.3.1-5ubuntu4
2022-05-31 15:46:48 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2022-05-31 15:46:48 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2022-05-31 15:46:48 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 startup packages configure
2022-05-31 15:46:48 configure libpam-runtime:all 1.3.1-5ubuntu4.3 <none>
2022-05-31 15:46:48 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 status half-configured libpam-runtime:all 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 status installed libpam-runtime:all 1.3.1-5ubuntu4.3
2022-05-31 15:46:48 startup archives unpack
2022-05-31 15:46:48 upgrade libpcre3:amd64 2:8.39-12build1 2:8.39-12ubuntu0.1
2022-05-31 15:46:48 status half-configured libpcre3:amd64 2:8.39-12build1
2022-05-31 15:46:48 status unpacked libpcre3:amd64 2:8.39-12build1
2022-05-31 15:46:48 status half-installed libpcre3:amd64 2:8.39-12build1
2022-05-31 15:46:48 status unpacked libpcre3:amd64 2:8.39-12ubuntu0.1
2022-05-31 15:46:48 startup packages configure
2022-05-31 15:46:48 configure libpcre3:amd64 2:8.39-12ubuntu0.1 <none>
2022-05-31 15:46:48 status unpacked libpcre3:amd64 2:8.39-12ubuntu0.1
2022-05-31 15:46:48 status half-configured libpcre3:amd64 2:8.39-12ubuntu0.1
2022-05-31 15:46:48 status installed libpcre3:amd64 2:8.39-12ubuntu0.1
2022-05-31 15:46:48 startup archives unpack
2022-05-31 15:46:48 upgrade libsepol1:amd64 3.0-1 3.0-1ubuntu0.1
2022-05-31 15:46:48 status half-configured libsepol1:amd64 3.0-1
2022-05-31 15:46:48 status unpacked libsepol1:amd64 3.0-1
2022-05-31 15:46:48 status half-installed libsepol1:amd64 3.0-1
2022-05-31 15:46:48 status unpacked libsepol1:amd64 3.0-1ubuntu0.1
2022-05-31 15:46:48 startup packages configure
2022-05-31 15:46:48 configure libsepol1:amd64 3.0-1ubuntu0.1 <none>
2022-05-31 15:46:48 status unpacked libsepol1:amd64 3.0-1ubuntu0.1
2022-05-31 15:46:48 status half-configured libsepol1:amd64 3.0-1ubuntu0.1
2022-05-31 15:46:48 status installed libsepol1:amd64 3.0-1ubuntu0.1
2022-05-31 15:46:48 startup archives unpack
2022-05-31 15:46:48 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04.2
2022-05-31 15:46:48 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:46:48 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:46:48 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:46:48 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.2
2022-05-31 15:46:48 startup packages configure
2022-05-31 15:46:48 configure passwd:amd64 1:4.8.1-1ubuntu5.20.04.2 <none>
2022-05-31 15:46:48 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.2
2022-05-31 15:46:48 status half-configured passwd:amd64 1:4.8.1-1ubuntu5.20.04.2
2022-05-31 15:46:48 status installed passwd:amd64 1:4.8.1-1ubuntu5.20.04.2
2022-05-31 15:46:48 startup archives unpack
2022-05-31 15:46:48 upgrade libprocps8:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:48 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:48 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:48 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:49 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:49 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:49 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:46:49 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 startup packages configure
2022-05-31 15:46:49 configure libfdisk1:amd64 2.34-0.1ubuntu9.3 <none>
2022-05-31 15:46:49 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status installed libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 configure mount:amd64 2.34-0.1ubuntu9.3 <none>
2022-05-31 15:46:49 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status half-configured mount:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status installed mount:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 configure libprocps8:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-05-31 15:46:49 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 status installed libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 configure fdisk:amd64 2.34-0.1ubuntu9.3 <none>
2022-05-31 15:46:49 status unpacked fdisk:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status half-configured fdisk:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 status installed fdisk:amd64 2.34-0.1ubuntu9.3
2022-05-31 15:46:49 configure procps:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-05-31 15:46:49 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 status half-configured procps:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 status installed procps:amd64 2:3.3.16-1ubuntu2.3
2022-05-31 15:46:49 trigproc libc-bin:amd64 2.31-0ubuntu9.9 <none>
2022-05-31 15:46:49 status half-configured libc-bin:amd64 2.31-0ubuntu9.9
2022-05-31 15:46:49 status installed libc-bin:amd64 2.31-0ubuntu9.9
